year,substance,mentioned,deaths
2014,11 Buprenorphine,On the death certificate,24
2014,11 Buprenorphine,With alcohol,6
2014,11 Buprenorphine,Without alcohol,18
2014,11 Buprenorphine,Without other drugs,4
2014,12 Other specified opiate,On the death certificate,16
2014,12 Other specified opiate,With alcohol,5
2014,12 Other specified opiate,Without alcohol,11
2014,12 Other specified opiate,Without other drugs,5
2014,13 Unspecified opiate,On the death certificate,169
2014,13 Unspecified opiate,With alcohol,52
2014,13 Unspecified opiate,Without alcohol,117
2014,13 Unspecified opiate,Without other drugs,123
2014,14 Cocaine,On the death certificate,247
2014,14 Cocaine,With alcohol,77
2014,14 Cocaine,Without alcohol,170
2014,14 Cocaine,Without other drugs,74
2014,15 Any amphetamine,On the death certificate,151
2014,15 Any amphetamine,With alcohol,33
2014,15 Any amphetamine,Without alcohol,118
2014,15 Any amphetamine,Without other drugs,73
2014,16 Amphetamine,On the death certificate,85
2014,16 Amphetamine,With alcohol,19
2014,16 Amphetamine,Without alcohol,66
2014,16 Amphetamine,Without other drugs,33
2014,17 Ecstasy/MDMA,On the death certificate,50
2014,17 Ecstasy/MDMA,With alcohol,11
2014,17 Ecstasy/MDMA,Without alcohol,39
2014,17 Ecstasy/MDMA,Without other drugs,25
2014,18 PMA/PMMA,On the death certificate,24
2014,18 PMA/PMMA,With alcohol,5
2014,18 PMA/PMMA,Without alcohol,19
2014,18 PMA/PMMA,Without other drugs,12
2014,19 Cannabis,On the death certificate,28
2014,19 Cannabis,With alcohol,12
2014,19 Cannabis,Without alcohol,16
2014,19 Cannabis,Without other drugs,7
2014,20 New psychoactive substance,On the death certificate,82
2014,20 New psychoactive substance,With alcohol,12
2014,20 New psychoactive substance,Without alcohol,70
2014,20 New psychoactive substance,Without other drugs,33
2014,21 Any benzodiazepine,On the death certificate,372
2014,21 Any benzodiazepine,With alcohol,146
2014,21 Any benzodiazepine,Without alcohol,226
2014,21 Any benzodiazepine,Without other drugs,22
2014,22 Diazepam,On the death certificate,258
2014,22 Diazepam,With alcohol,107
2014,22 Diazepam,Without alcohol,151
2014,22 Diazepam,Without other drugs,10
2014,23 Temazepam,On the death certificate,13
2014,23 Temazepam,With alcohol,3
2014,23 Temazepam,Without alcohol,10
2014,23 Temazepam,Without other drugs,3
2014,24 Zopiclone/Zolpidem,On the death certificate,100
2014,24 Zopiclone/Zolpidem,With alcohol,28
2014,24 Zopiclone/Zolpidem,Without alcohol,72
2014,24 Zopiclone/Zolpidem,Without other drugs,15
2014,25 Pregabalin,On the death certificate,38
2014,25 Pregabalin,With alcohol,8
2014,25 Pregabalin,Without alcohol,30
2014,25 Pregabalin,Without other drugs,3
2014,26 Gabapentin,On the death certificate,26
2014,26 Gabapentin,With alcohol,3
2014,26 Gabapentin,Without alcohol,23
2014,26 Gabapentin,Without other drugs,3
2014,27 Barbiturates,On the death certificate,50
2014,27 Barbiturates,With alcohol,2
2014,27 Barbiturates,Without alcohol,48
2014,27 Barbiturates,Without other drugs,44
2014,28 Any antipsychotics,On the death certificate,126
2014,28 Any antipsychotics,With alcohol,36
2014,28 Any antipsychotics,Without alcohol,90
2014,28 Any antipsychotics,Without other drugs,48
2014,29 Quetiapine,On the death certificate,52
2014,29 Quetiapine,With alcohol,15
2014,29 Quetiapine,Without alcohol,37
2014,29 Quetiapine,Without other drugs,15
2014,30 Clozapine,On the death certificate,19
2014,30 Clozapine,With alcohol,5
2014,30 Clozapine,Without alcohol,14
2014,30 Clozapine,Without other drugs,15
2014,31 Any antidepressant,On the death certificate,517
2014,31 Any antidepressant,With alcohol,142
2014,31 Any antidepressant,Without alcohol,375
2014,31 Any antidepressant,Without other drugs,160
2014,32 Any tricyclic antidepressants,On the death certificate,253
2014,32 Any tricyclic antidepressants,With alcohol,54
2014,32 Any tricyclic antidepressants,Without alcohol,199
2014,32 Any tricyclic antidepressants,Without other drugs,88
2014,33 Amitriptyline,On the death certificate,195
2014,33 Amitriptyline,With alcohol,40
2014,33 Amitriptyline,Without alcohol,155
2014,33 Amitriptyline,Without other drugs,63
2014,34 Dothiepin,On the death certificate,28
2014,34 Dothiepin,With alcohol,6
2014,34 Dothiepin,Without alcohol,22
2014,34 Dothiepin,Without other drugs,15
2014,36 Any SSRI,On the death certificate,159
2014,36 Any SSRI,With alcohol,57
2014,36 Any SSRI,Without alcohol,102
2014,36 Any SSRI,Without other drugs,36
2014,37 Citalopram,On the death certificate,86
2014,37 Citalopram,With alcohol,36
2014,37 Citalopram,Without alcohol,50
2014,37 Citalopram,Without other drugs,23
2014,38 Any other antidepressants,On the death certificate,155
2014,38 Any other antidepressants,With alcohol,44
2014,38 Any other antidepressants,Without alcohol,111
2014,38 Any other antidepressants,Without other drugs,35
2014,39 Mirtazapine,On the death certificate,90
2014,39 Mirtazapine,With alcohol,32
2014,39 Mirtazapine,Without alcohol,58
2014,39 Mirtazapine,Without other drugs,8
2014,40 Venlafaxine,On the death certificate,59
2014,40 Venlafaxine,With alcohol,11
2014,40 Venlafaxine,Without alcohol,48
2014,40 Venlafaxine,Without other drugs,24
2014,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),On the death certificate,200
2014,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),With alcohol,49
2014,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without alcohol,151
2014,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without other drugs,105
2014,42 Paracetamol,On the death certificate,198
2014,42 Paracetamol,With alcohol,49
2014,42 Paracetamol,Without alcohol,149
2014,42 Paracetamol,Without other drugs,103
2014,43 Paracetamol and dextropropoxyphene compound formulation,On the death certificate,4
2014,43 Paracetamol and dextropropoxyphene compound formulation,Without alcohol,4
2014,43 Paracetamol and dextropropoxyphene compound formulation,Without other drugs,2
2014,44 Paracetamol and codeine compound formulation,On the death certificate,63
2014,44 Paracetamol and codeine compound formulation,With alcohol,17
2014,44 Paracetamol and codeine compound formulation,Without alcohol,46
2014,45 Paracetamol and dihydrocodeine compound formulation,On the death certificate,4
2014,45 Paracetamol and dihydrocodeine compound formulation,With alcohol,1
2014,45 Paracetamol and dihydrocodeine compound formulation,Without alcohol,3
2014,46 Paracetamol not from compound formulation,On the death certificate,127
2014,46 Paracetamol not from compound formulation,With alcohol,31
2014,46 Paracetamol not from compound formulation,Without alcohol,96
2014,46 Paracetamol not from compound formulation,Without other drugs,103
2013,01 All drug poisonings,On the death certificate,2955
2013,01 All drug poisonings,With alcohol,873
2013,01 All drug poisonings,Without alcohol,2082
2013,01 All drug poisonings,Without other drugs,1784
2013,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",On the death certificate,1592
2013,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",With alcohol,575
2013,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without alcohol,1017
2013,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without other drugs,881
2013,03 Heroin and Morphine,On the death certificate,765
2013,03 Heroin and Morphine,With alcohol,320
2013,03 Heroin and Morphine,Without alcohol,445
2013,03 Heroin and Morphine,Without other drugs,424
2013,04 Methadone,On the death certificate,429
2013,04 Methadone,With alcohol,165
2013,04 Methadone,Without alcohol,264
2013,04 Methadone,Without other drugs,156
2013,05 Tramadol,On the death certificate,220
2013,05 Tramadol,With alcohol,51
2013,05 Tramadol,Without alcohol,169
2013,05 Tramadol,Without other drugs,85
2013,06 Codeine not from compound formulation,On the death certificate,130
2013,06 Codeine not from compound formulation,With alcohol,46
2013,06 Codeine not from compound formulation,Without alcohol,84
2013,06 Codeine not from compound formulation,Without other drugs,31
2013,07 Dihydrocodeine not from compound formulation,On the death certificate,102
2013,07 Dihydrocodeine not from compound formulation,With alcohol,19
2013,07 Dihydrocodeine not from compound formulation,Without alcohol,83
2013,07 Dihydrocodeine not from compound formulation,Without other drugs,41
2013,08 Oxycodone,On the death certificate,51
2013,08 Oxycodone,With alcohol,10
2013,08 Oxycodone,Without alcohol,41
2013,08 Oxycodone,Without other drugs,26
2013,09 Fentanyl,On the death certificate,22
2013,09 Fentanyl,With alcohol,6
2013,09 Fentanyl,Without alcohol,16
2013,09 Fentanyl,Without other drugs,12
2013,11 Buprenorphine,On the death certificate,13
2013,11 Buprenorphine,With alcohol,5
2013,11 Buprenorphine,Without alcohol,8
2013,11 Buprenorphine,Without other drugs,4
2013,12 Other specified opiate,On the death certificate,7
2013,12 Other specified opiate,With alcohol,2
2013,12 Other specified opiate,Without alcohol,5
2013,12 Other specified opiate,Without other drugs,2
2013,13 Unspecified opiate,On the death certificate,145
2013,13 Unspecified opiate,With alcohol,55
2013,13 Unspecified opiate,Without alcohol,90
2013,13 Unspecified opiate,Without other drugs,100
2013,14 Cocaine,On the death certificate,169
2013,14 Cocaine,With alcohol,61
2013,14 Cocaine,Without alcohol,108
2013,14 Cocaine,Without other drugs,46
2013,15 Any amphetamine,On the death certificate,120
2013,15 Any amphetamine,With alcohol,15
2013,15 Any amphetamine,Without alcohol,105
2013,15 Any amphetamine,Without other drugs,63
2013,16 Amphetamine,On the death certificate,56
2013,16 Amphetamine,With alcohol,9
2013,16 Amphetamine,Without alcohol,47
2013,16 Amphetamine,Without other drugs,18
2013,17 Ecstasy/MDMA,On the death certificate,43
2013,17 Ecstasy/MDMA,With alcohol,5
2013,17 Ecstasy/MDMA,Without alcohol,38
2013,17 Ecstasy/MDMA,Without other drugs,28
2013,18 PMA/PMMA,On the death certificate,29
2013,18 PMA/PMMA,With alcohol,2
2013,18 PMA/PMMA,Without alcohol,27
2013,18 PMA/PMMA,Without other drugs,14
2013,19 Cannabis,On the death certificate,11
2013,19 Cannabis,With alcohol,5
2013,19 Cannabis,Without alcohol,6
2013,19 Cannabis,Without other drugs,1
2013,20 New psychoactive substance,On the death certificate,63
2013,20 New psychoactive substance,With alcohol,12
2013,20 New psychoactive substance,Without alcohol,51
2013,20 New psychoactive substance,Without other drugs,24
2013,21 Any benzodiazepine,On the death certificate,342
2013,21 Any benzodiazepine,With alcohol,135
2013,21 Any benzodiazepine,Without alcohol,207
2013,21 Any benzodiazepine,Without other drugs,17
2013,22 Diazepam,On the death certificate,228
2013,22 Diazepam,With alcohol,91
2013,22 Diazepam,Without alcohol,137
2013,22 Diazepam,Without other drugs,6
2013,23 Temazepam,On the death certificate,31
2013,23 Temazepam,With alcohol,5
2013,23 Temazepam,Without alcohol,26
2013,23 Temazepam,Without other drugs,5
2013,24 Zopiclone/Zolpidem,On the death certificate,86
2013,24 Zopiclone/Zolpidem,With alcohol,24
2013,24 Zopiclone/Zolpidem,Without alcohol,62
2013,24 Zopiclone/Zolpidem,Without other drugs,16
2013,25 Pregabalin,On the death certificate,33
2013,25 Pregabalin,With alcohol,7
2013,25 Pregabalin,Without alcohol,26
2013,25 Pregabalin,Without other drugs,3
2013,26 Gabapentin,On the death certificate,9
2013,26 Gabapentin,With alcohol,3
2013,26 Gabapentin,Without alcohol,6
2013,26 Gabapentin,Without other drugs,2
2013,27 Barbiturates,On the death certificate,32
2013,27 Barbiturates,With alcohol,3
2013,27 Barbiturates,Without alcohol,29
2013,27 Barbiturates,Without other drugs,28
2013,28 Any antipsychotics,On the death certificate,107
2013,28 Any antipsychotics,With alcohol,27
2013,28 Any antipsychotics,Without alcohol,80
2013,28 Any antipsychotics,Without other drugs,32
2013,29 Quetiapine,On the death certificate,40
2013,29 Quetiapine,With alcohol,7
2013,29 Quetiapine,Without alcohol,33
2013,29 Quetiapine,Without other drugs,11
2013,30 Clozapine,On the death certificate,19
2013,30 Clozapine,With alcohol,4
2013,30 Clozapine,Without alcohol,15
2013,30 Clozapine,Without other drugs,9
2013,31 Any antidepressant,On the death certificate,466
2013,31 Any antidepressant,With alcohol,113
2013,31 Any antidepressant,Without alcohol,353
2013,31 Any antidepressant,Without other drugs,144
2013,32 Any tricyclic antidepressants,On the death certificate,235
2013,32 Any tricyclic antidepressants,With alcohol,47
2013,32 Any tricyclic antidepressants,Without alcohol,188
2013,32 Any tricyclic antidepressants,Without other drugs,86
2013,33 Amitriptyline,On the death certificate,173
2013,33 Amitriptyline,With alcohol,31
2013,33 Amitriptyline,Without alcohol,142
2013,33 Amitriptyline,Without other drugs,56
2013,34 Dothiepin,On the death certificate,30
2013,34 Dothiepin,With alcohol,7
2013,34 Dothiepin,Without alcohol,23
2013,34 Dothiepin,Without other drugs,17
2013,35 Monoamine-oxidase inhibitors (BNF 4.3.2),On the death certificate,1
2013,35 Monoamine-oxidase inhibitors (BNF 4.3.2),Without alcohol,1
2013,36 Any SSRI,On the death certificate,150
2013,36 Any SSRI,With alcohol,43
2013,36 Any SSRI,Without alcohol,107
2013,36 Any SSRI,Without other drugs,31
2013,37 Citalopram,On the death certificate,82
2013,37 Citalopram,With alcohol,26
2013,37 Citalopram,Without alcohol,56
2013,37 Citalopram,Without other drugs,19
2013,38 Any other antidepressants,On the death certificate,123
2013,38 Any other antidepressants,With alcohol,34
2013,38 Any other antidepressants,Without alcohol,89
2013,38 Any other antidepressants,Without other drugs,27
2013,39 Mirtazapine,On the death certificate,73
2013,39 Mirtazapine,With alcohol,25
2013,39 Mirtazapine,Without alcohol,48
2013,39 Mirtazapine,Without other drugs,9
2013,40 Venlafaxine,On the death certificate,48
2013,40 Venlafaxine,With alcohol,7
2013,40 Venlafaxine,Without alcohol,41
2013,40 Venlafaxine,Without other drugs,17
2013,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),On the death certificate,226
2013,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),With alcohol,67
2013,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without alcohol,159
2013,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without other drugs,123
2013,42 Paracetamol,On the death certificate,225
2013,42 Paracetamol,With alcohol,66
2013,42 Paracetamol,Without alcohol,159
2013,42 Paracetamol,Without other drugs,123
2013,43 Paracetamol and dextropropoxyphene compound formulation,On the death certificate,6
2013,43 Paracetamol and dextropropoxyphene compound formulation,With alcohol,2
2013,43 Paracetamol and dextropropoxyphene compound formulation,Without alcohol,4
2013,44 Paracetamol and codeine compound formulation,On the death certificate,52
2013,44 Paracetamol and codeine compound formulation,With alcohol,16
2013,44 Paracetamol and codeine compound formulation,Without alcohol,36
2013,45 Paracetamol and dihydrocodeine compound formulation,On the death certificate,10
2013,45 Paracetamol and dihydrocodeine compound formulation,With alcohol,3
2013,45 Paracetamol and dihydrocodeine compound formulation,Without alcohol,7
2013,46 Paracetamol not from compound formulation,On the death certificate,158
2013,46 Paracetamol not from compound formulation,With alcohol,45
2013,46 Paracetamol not from compound formulation,Without alcohol,113
2013,46 Paracetamol not from compound formulation,Without other drugs,123
2012,01 All drug poisonings,On the death certificate,2597
2012,01 All drug poisonings,With alcohol,781
2012,01 All drug poisonings,Without alcohol,1816
2012,01 All drug poisonings,Without other drugs,1537
2012,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",On the death certificate,1290
2012,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",With alcohol,472
2012,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without alcohol,818
2012,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without other drugs,684
2012,03 Heroin and Morphine,On the death certificate,579
2012,03 Heroin and Morphine,With alcohol,226
2012,03 Heroin and Morphine,Without alcohol,353
2012,03 Heroin and Morphine,Without other drugs,305
2012,04 Methadone,On the death certificate,414
2012,04 Methadone,With alcohol,152
2012,04 Methadone,Without alcohol,262
2012,04 Methadone,Without other drugs,172
2012,05 Tramadol,On the death certificate,175
2012,05 Tramadol,With alcohol,50
2012,05 Tramadol,Without alcohol,125
2012,05 Tramadol,Without other drugs,67
2012,06 Codeine not from compound formulation,On the death certificate,73
2012,06 Codeine not from compound formulation,With alcohol,32
2012,06 Codeine not from compound formulation,Without alcohol,41
2012,06 Codeine not from compound formulation,Without other drugs,15
2012,07 Dihydrocodeine not from compound formulation,On the death certificate,103
2012,07 Dihydrocodeine not from compound formulation,With alcohol,26
2012,07 Dihydrocodeine not from compound formulation,Without alcohol,77
2012,07 Dihydrocodeine not from compound formulation,Without other drugs,31
2012,08 Oxycodone,On the death certificate,37
2012,08 Oxycodone,With alcohol,11
2012,08 Oxycodone,Without alcohol,26
2012,08 Oxycodone,Without other drugs,13
2012,09 Fentanyl,On the death certificate,22
2012,09 Fentanyl,With alcohol,2
2012,09 Fentanyl,Without alcohol,20
2012,09 Fentanyl,Without other drugs,9
2012,10 Fentanyl analogues,On the death certificate,2
2012,10 Fentanyl analogues,Without alcohol,2
2012,10 Fentanyl analogues,Without other drugs,1
2012,11 Buprenorphine,On the death certificate,10
2012,11 Buprenorphine,With alcohol,5
2012,11 Buprenorphine,Without alcohol,5
2012,11 Buprenorphine,Without other drugs,2
2012,12 Other specified opiate,On the death certificate,12
2012,12 Other specified opiate,With alcohol,4
2012,12 Other specified opiate,Without alcohol,8
2012,12 Other specified opiate,Without other drugs,6
2012,13 Unspecified opiate,On the death certificate,92
2012,13 Unspecified opiate,With alcohol,32
2012,13 Unspecified opiate,Without alcohol,60
2012,13 Unspecified opiate,Without other drugs,63
2012,14 Cocaine,On the death certificate,139
2012,14 Cocaine,With alcohol,57
2012,14 Cocaine,Without alcohol,82
2012,14 Cocaine,Without other drugs,39
2012,15 Any amphetamine,On the death certificate,97
2012,15 Any amphetamine,With alcohol,21
2012,15 Any amphetamine,Without alcohol,76
2012,15 Any amphetamine,Without other drugs,49
2012,16 Amphetamine,On the death certificate,49
2012,16 Amphetamine,With alcohol,10
2012,16 Amphetamine,Without alcohol,39
2012,16 Amphetamine,Without other drugs,22
2012,17 Ecstasy/MDMA,On the death certificate,31
2012,17 Ecstasy/MDMA,With alcohol,9
2012,17 Ecstasy/MDMA,Without alcohol,22
2012,17 Ecstasy/MDMA,Without other drugs,13
2012,18 PMA/PMMA,On the death certificate,20
2012,18 PMA/PMMA,With alcohol,3
2012,18 PMA/PMMA,Without alcohol,17
2012,18 PMA/PMMA,Without other drugs,11
2012,19 Cannabis,On the death certificate,14
2012,19 Cannabis,With alcohol,10
2012,19 Cannabis,Without alcohol,4
2012,20 New psychoactive substance,On the death certificate,56
2012,20 New psychoactive substance,With alcohol,14
2012,20 New psychoactive substance,Without alcohol,42
2012,20 New psychoactive substance,Without other drugs,28
2012,21 Any benzodiazepine,On the death certificate,284
2012,21 Any benzodiazepine,With alcohol,118
2012,21 Any benzodiazepine,Without alcohol,166
2012,21 Any benzodiazepine,Without other drugs,13
2012,22 Diazepam,On the death certificate,207
2012,22 Diazepam,With alcohol,92
2012,22 Diazepam,Without alcohol,115
2012,22 Diazepam,Without other drugs,6
2012,23 Temazepam,On the death certificate,35
2012,23 Temazepam,With alcohol,10
2012,23 Temazepam,Without alcohol,25
2012,23 Temazepam,Without other drugs,3
2012,24 Zopiclone/Zolpidem,On the death certificate,83
2012,24 Zopiclone/Zolpidem,With alcohol,41
2012,24 Zopiclone/Zolpidem,Without alcohol,42
2012,24 Zopiclone/Zolpidem,Without other drugs,21
2012,25 Pregabalin,On the death certificate,4
2012,25 Pregabalin,With alcohol,2
2012,25 Pregabalin,Without alcohol,2
2012,26 Gabapentin,On the death certificate,8
2012,26 Gabapentin,With alcohol,2
2012,26 Gabapentin,Without alcohol,6
2012,26 Gabapentin,Without other drugs,1
2012,27 Barbiturates,On the death certificate,32
2012,27 Barbiturates,With alcohol,4
2012,27 Barbiturates,Without alcohol,28
2012,27 Barbiturates,Without other drugs,29
2012,28 Any antipsychotics,On the death certificate,102
2012,28 Any antipsychotics,With alcohol,28
2012,28 Any antipsychotics,Without alcohol,74
2012,28 Any antipsychotics,Without other drugs,40
2012,29 Quetiapine,On the death certificate,39
2012,29 Quetiapine,With alcohol,15
2012,29 Quetiapine,Without alcohol,24
2012,29 Quetiapine,Without other drugs,10
2012,30 Clozapine,On the death certificate,12
2012,30 Clozapine,With alcohol,1
2012,30 Clozapine,Without alcohol,11
2012,30 Clozapine,Without other drugs,11
2012,31 Any antidepressant,On the death certificate,468
2012,31 Any antidepressant,With alcohol,163
2012,31 Any antidepressant,Without alcohol,305
2012,31 Any antidepressant,Without other drugs,169
2012,32 Any tricyclic antidepressants,On the death certificate,233
2012,32 Any tricyclic antidepressants,With alcohol,69
2012,32 Any tricyclic antidepressants,Without alcohol,164
2012,32 Any tricyclic antidepressants,Without other drugs,91
2012,33 Amitriptyline,On the death certificate,155
2012,33 Amitriptyline,With alcohol,46
2012,33 Amitriptyline,Without alcohol,109
2012,33 Amitriptyline,Without other drugs,50
2012,34 Dothiepin,On the death certificate,51
2012,34 Dothiepin,With alcohol,15
2012,34 Dothiepin,Without alcohol,36
2012,34 Dothiepin,Without other drugs,31
2012,35 Monoamine-oxidase inhibitors (BNF 4.3.2),On the death certificate,1
2012,35 Monoamine-oxidase inhibitors (BNF 4.3.2),Without alcohol,1
2012,36 Any SSRI,On the death certificate,158
2012,36 Any SSRI,With alcohol,72
2012,36 Any SSRI,Without alcohol,86
2012,36 Any SSRI,Without other drugs,45
2012,37 Citalopram,On the death certificate,101
2012,37 Citalopram,With alcohol,47
2012,37 Citalopram,Without alcohol,54
2012,37 Citalopram,Without other drugs,30
2012,38 Any other antidepressants,On the death certificate,104
2012,38 Any other antidepressants,With alcohol,34
2012,38 Any other antidepressants,Without alcohol,70
2012,38 Any other antidepressants,Without other drugs,29
2012,39 Mirtazapine,On the death certificate,49
2012,39 Mirtazapine,With alcohol,22
2012,39 Mirtazapine,Without alcohol,27
2012,39 Mirtazapine,Without other drugs,5
2012,40 Venlafaxine,On the death certificate,56
2012,40 Venlafaxine,With alcohol,13
2012,40 Venlafaxine,Without alcohol,43
2012,40 Venlafaxine,Without other drugs,23
2012,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),On the death certificate,182
2012,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),With alcohol,52
2012,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without alcohol,130
2012,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without other drugs,98
2012,42 Paracetamol,On the death certificate,181
2012,42 Paracetamol,With alcohol,52
2012,42 Paracetamol,Without alcohol,129
2012,42 Paracetamol,Without other drugs,97
2012,43 Paracetamol and dextropropoxyphene compound formulation,On the death certificate,6
2012,43 Paracetamol and dextropropoxyphene compound formulation,With alcohol,1
2012,43 Paracetamol and dextropropoxyphene compound formulation,Without alcohol,5
2012,43 Paracetamol and dextropropoxyphene compound formulation,Without other drugs,1
2012,44 Paracetamol and codeine compound formulation,On the death certificate,47
2012,44 Paracetamol and codeine compound formulation,With alcohol,15
2012,44 Paracetamol and codeine compound formulation,Without alcohol,32
2012,45 Paracetamol and dihydrocodeine compound formulation,On the death certificate,8
2012,45 Paracetamol and dihydrocodeine compound formulation,With alcohol,4
2012,45 Paracetamol and dihydrocodeine compound formulation,Without alcohol,4
2012,46 Paracetamol not from compound formulation,On the death certificate,123
2012,46 Paracetamol not from compound formulation,With alcohol,34
2012,46 Paracetamol not from compound formulation,Without alcohol,89
2012,46 Paracetamol not from compound formulation,Without other drugs,97
2011,01 All drug poisonings,On the death certificate,2652
2011,01 All drug poisonings,With alcohol,807
2011,01 All drug poisonings,Without alcohol,1845
2011,01 All drug poisonings,Without other drugs,1649
2011,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",On the death certificate,1439
2011,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",With alcohol,523
2011,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without alcohol,916
2011,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without other drugs,840
2011,03 Heroin and Morphine,On the death certificate,596
2011,03 Heroin and Morphine,With alcohol,230
2011,03 Heroin and Morphine,Without alcohol,366
2011,03 Heroin and Morphine,Without other drugs,332
2011,04 Methadone,On the death certificate,486
2011,04 Methadone,With alcohol,210
2011,04 Methadone,Without alcohol,276
2011,04 Methadone,Without other drugs,231
2011,05 Tramadol,On the death certificate,154
2011,05 Tramadol,With alcohol,41
2011,05 Tramadol,Without alcohol,113
2011,05 Tramadol,Without other drugs,64
2011,06 Codeine not from compound formulation,On the death certificate,88
2011,06 Codeine not from compound formulation,With alcohol,27
2011,06 Codeine not from compound formulation,Without alcohol,61
2011,06 Codeine not from compound formulation,Without other drugs,23
2011,07 Dihydrocodeine not from compound formulation,On the death certificate,109
2011,07 Dihydrocodeine not from compound formulation,With alcohol,28
2011,07 Dihydrocodeine not from compound formulation,Without alcohol,81
2011,07 Dihydrocodeine not from compound formulation,Without other drugs,46
2011,08 Oxycodone,On the death certificate,37
2011,08 Oxycodone,With alcohol,6
2011,08 Oxycodone,Without alcohol,31
2011,08 Oxycodone,Without other drugs,24
2011,09 Fentanyl,On the death certificate,31
2011,09 Fentanyl,With alcohol,4
2011,09 Fentanyl,Without alcohol,27
2011,09 Fentanyl,Without other drugs,16
2011,11 Buprenorphine,On the death certificate,14
2011,11 Buprenorphine,With alcohol,4
2011,11 Buprenorphine,Without alcohol,10
2011,11 Buprenorphine,Without other drugs,3
2011,12 Other specified opiate,On the death certificate,9
2011,12 Other specified opiate,With alcohol,3
2011,12 Other specified opiate,Without alcohol,6
2011,12 Other specified opiate,Without other drugs,3
2011,13 Unspecified opiate,On the death certificate,131
2011,13 Unspecified opiate,With alcohol,55
2011,13 Unspecified opiate,Without alcohol,76
2011,13 Unspecified opiate,Without other drugs,98
2011,14 Cocaine,On the death certificate,112
2011,14 Cocaine,With alcohol,33
2011,14 Cocaine,Without alcohol,79
2011,14 Cocaine,Without other drugs,34
2011,15 Any amphetamine,On the death certificate,62
2011,15 Any amphetamine,With alcohol,5
2011,15 Any amphetamine,Without alcohol,57
2011,15 Any amphetamine,Without other drugs,33
2011,16 Amphetamine,On the death certificate,46
2011,16 Amphetamine,With alcohol,3
2011,16 Amphetamine,Without alcohol,43
2011,16 Amphetamine,Without other drugs,26
2011,17 Ecstasy/MDMA,On the death certificate,13
2011,17 Ecstasy/MDMA,With alcohol,2
2011,17 Ecstasy/MDMA,Without alcohol,11
2011,17 Ecstasy/MDMA,Without other drugs,7
2011,18 PMA/PMMA,On the death certificate,1
2011,18 PMA/PMMA,Without alcohol,1
2011,19 Cannabis,On the death certificate,7
2011,19 Cannabis,With alcohol,5
2011,19 Cannabis,Without alcohol,2
2011,19 Cannabis,Without other drugs,1
2011,20 New psychoactive substance,On the death certificate,31
2011,20 New psychoactive substance,With alcohol,10
2011,20 New psychoactive substance,Without alcohol,21
2011,20 New psychoactive substance,Without other drugs,13
2011,21 Any benzodiazepine,On the death certificate,293
2011,21 Any benzodiazepine,With alcohol,145
2011,21 Any benzodiazepine,Without alcohol,148
2011,21 Any benzodiazepine,Without other drugs,22
2011,22 Diazepam,On the death certificate,179
2011,22 Diazepam,With alcohol,93
2011,22 Diazepam,Without alcohol,86
2011,22 Diazepam,Without other drugs,4
2011,23 Temazepam,On the death certificate,36
2011,23 Temazepam,With alcohol,13
2011,23 Temazepam,Without alcohol,23
2011,23 Temazepam,Without other drugs,8
2011,24 Zopiclone/Zolpidem,On the death certificate,71
2011,24 Zopiclone/Zolpidem,With alcohol,25
2011,24 Zopiclone/Zolpidem,Without alcohol,46
2011,24 Zopiclone/Zolpidem,Without other drugs,20
2011,25 Pregabalin,On the death certificate,4
2011,25 Pregabalin,With alcohol,1
2011,25 Pregabalin,Without alcohol,3
2011,26 Gabapentin,On the death certificate,4
2011,26 Gabapentin,With alcohol,2
2011,26 Gabapentin,Without alcohol,2
2011,27 Barbiturates,On the death certificate,37
2011,27 Barbiturates,Without alcohol,37
2011,27 Barbiturates,Without other drugs,28
2011,28 Any antipsychotics,On the death certificate,104
